,Tribunal,government,Décheterie,public,Departement,Mairie,beauty,arts_centre,cinema,music_school,community_centre,library,museum,theatre,alcohol,bakery,bank,butcher,car,cheese,chocolate,deli,florist,greengrocer,hairdresser,laundry,marketplace,optician,pastry,pharmacy,seafood,supermarket,tobacco,College,Crèche,Lycée,Maternelle,Primaire,University,bar,cafe,casino,commercial,fast_food,food_court,nightclub,pub,restaurant,zoo,dentist,doctors,hospital,laboratory,attraction,hotel,office,park,playground,Pompier,police,post_office,platform,station,church,mosque,cathedral,antiques,books,clothes,convenience,cosmetics,electronics,fashion_accessories,furniture,garden_centre,interior_decoration,jewelry,mall,music,musical_instrument,perfumery,retail,shoes,tea,travel_agency,vacant,vacuum_cleaner,watches,wine,bicycle_parking,bicycle_rental,fitness_centre,sports,sports_centre,sports_hall,swimming_pool,Prix m2,lat,lon
1047,0,0,0,0,0,0,4,1,0,0,2,0,0,1,2,6,0,4,1,0,0,2,1,2,14,0,0,4,0,7,1,4,0,0,1,0,2,6,2,4,7,0,0,17,0,0,0,28,0,1,2,0,0,0,0,3,8,12,0,1,1,21,2,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,5,2,0,1,0,0,0,0,119,8,1,0,4,0,1,3738.82,50.637487,3.015576
1048,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,6,0,0,3,0,4,0,1,0,4,1,1,1,2,1,4,2,0,0,5,0,0,0,14,0,1,2,0,1,0,2,1,4,14,0,0,1,19,2,1,0,0,0,0,7,0,3,0,0,0,0,0,4,1,0,0,0,6,0,0,2,0,0,0,0,10,0,0,0,2,0,2,2061.14,50.643629,2.984
1049,1,1,0,0,1,0,10,1,0,1,1,1,4,1,7,18,0,4,0,3,10,14,7,0,25,0,1,16,5,9,2,5,0,0,1,2,2,2,8,82,48,0,0,39,0,2,6,179,0,23,2,0,1,175,11,8,10,11,0,0,4,28,1,2,0,1,3,9,145,0,8,0,3,0,0,16,30,1,1,7,6,8,29,3,10,0,0,4,3,156,20,1,3,3,0,2,5632.92,50.644079,3.058588
1050,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,8,0,3,1,0,0,0,1,1,4,0,0,2,0,5,1,5,2,1,3,3,6,6,3,2,7,0,0,18,0,0,1,8,0,3,0,13,2,0,1,6,4,20,0,1,2,45,4,2,1,0,0,1,4,0,1,0,0,0,0,1,2,1,0,0,0,4,1,0,2,0,0,0,0,106,6,2,1,5,0,0,2536.72,50.613135,3.044353
1051,0,0,0,1,0,0,0,5,0,0,2,4,1,3,0,13,0,6,1,0,0,0,1,0,13,3,1,0,0,11,0,5,0,3,3,2,3,5,0,9,16,0,0,15,0,0,2,17,0,1,6,0,1,0,0,1,7,8,0,1,1,37,4,6,1,0,1,0,4,3,0,0,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,156,9,1,0,0,0,2,6407.22,50.627407,3.09621
1052,0,1,0,1,1,4,29,3,4,1,3,2,6,6,11,37,0,4,0,4,13,19,11,1,70,0,0,33,7,21,1,27,1,3,6,3,2,2,31,165,89,1,1,137,3,7,13,288,0,32,14,0,6,180,42,6,4,4,1,3,6,55,7,6,0,1,3,26,207,1,13,0,4,0,0,18,37,2,4,6,8,16,48,5,21,1,0,5,3,386,37,9,11,2,0,0,5255.43,50.632931,3.06626
1053,1,0,0,0,0,0,1,2,1,2,3,1,1,2,0,10,0,6,2,1,0,0,0,1,17,1,0,2,3,9,1,7,3,0,2,5,3,3,6,24,25,0,0,44,0,2,2,38,0,9,2,1,2,1,1,1,11,13,1,1,4,59,4,1,2,0,0,4,5,2,0,1,0,1,1,1,3,1,1,1,0,3,2,0,3,1,0,0,0,216,18,3,1,8,0,0,7282.27,50.617907,3.060268
1054,0,0,1,1,0,0,6,3,0,3,4,2,2,1,4,19,0,15,2,3,1,5,2,5,20,2,2,7,4,11,4,11,3,1,3,3,2,6,3,38,31,0,0,44,0,1,1,48,0,7,3,3,3,5,1,3,7,24,1,1,6,42,5,4,1,0,0,2,10,2,2,0,0,1,1,1,3,1,2,2,0,8,2,1,5,1,0,1,0,199,17,6,2,7,0,0,4883.34,50.619485,3.050437
1055,1,0,0,1,0,2,0,3,2,2,3,1,4,2,0,12,0,5,0,1,0,0,2,0,11,1,0,2,2,5,0,6,1,1,5,3,3,4,15,30,20,0,0,34,1,3,3,39,0,10,12,1,4,7,3,0,8,16,1,2,2,51,4,2,1,0,0,2,0,2,0,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,0,0,0,243,18,1,0,5,0,0,2254.85,50.621729,3.070422
1056,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,0,3,0,0,0,0,1,0,2,0,0,1,0,2,1,1,0,1,2,2,4,5,1,2,2,0,0,10,0,0,0,0,0,2,0,5,1,0,0,3,3,22,0,0,1,30,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,60,2,1,1,2,1,0,2415.9,50.606402,3.048328
1057,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,0,1,1,0,2,2,0,0,2,0,0,0,2,0,1,0,0,1,0,0,1,3,7,0,0,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,3243.34,50.637134,2.991505
1058,0,0,0,1,0,0,1,1,0,1,2,2,1,3,1,13,0,3,1,0,0,0,2,1,8,1,0,0,0,7,1,6,1,4,0,2,1,3,21,27,10,0,1,24,0,0,3,35,1,13,4,1,3,5,2,2,6,11,0,1,3,36,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,164,16,0,2,3,0,0,4108.25,50.634124,3.039943
1059,1,1,0,0,1,0,10,1,0,1,1,1,4,0,7,13,0,4,0,3,9,14,7,0,22,0,1,14,5,6,2,4,0,0,1,2,2,2,6,82,37,0,0,36,0,1,4,155,0,20,2,0,1,145,9,8,9,11,0,0,3,26,0,2,0,1,3,6,133,0,6,0,3,0,0,14,29,1,0,7,5,5,26,3,6,0,0,4,3,144,18,0,2,3,0,2,4345.4,50.644621,3.057076
1060,0,0,1,1,0,0,8,1,0,2,4,2,2,1,4,17,0,13,3,3,1,5,5,4,18,2,2,8,4,14,3,11,3,4,2,3,2,5,16,38,29,0,0,48,0,0,3,61,0,12,3,3,2,5,1,2,5,26,1,1,7,44,6,4,1,0,0,4,13,0,2,0,0,0,1,2,4,1,3,3,0,10,2,1,4,0,0,1,0,214,22,6,3,8,0,1,3140.66,50.623328,3.043254
1061,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,4,0,0,1,0,4,0,1,0,4,0,0,1,2,0,3,2,0,0,3,0,0,0,2,0,1,2,0,1,0,2,2,5,13,0,0,1,21,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,11,0,0,0,2,0,2,2700.04,50.640972,2.98579
1062,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0,0,5,2,0,0,1,10,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,4,0,0,0,0,1,6211.94,50.649525,3.095302
1063,0,0,0,0,0,0,3,1,0,0,2,1,1,1,1,6,0,1,1,0,0,0,0,0,9,0,0,2,0,4,0,4,0,2,2,0,0,1,11,7,8,0,0,14,0,0,0,29,0,2,4,1,1,0,0,4,11,7,0,0,1,27,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,136,10,1,0,2,0,1,1836.46,50.631122,3.02857
1064,1,1,0,1,1,4,23,2,5,4,2,2,5,7,6,31,0,5,0,2,8,12,8,1,72,1,0,27,6,19,0,28,1,2,6,3,2,5,31,131,79,0,1,127,3,8,10,236,0,27,15,0,8,144,33,3,3,8,2,2,7,54,7,6,0,0,1,22,108,1,11,0,2,1,1,9,26,0,6,3,6,15,31,4,17,2,0,5,2,407,36,11,8,5,0,0,4258.26,50.629684,3.064555
1065,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,4,0,0,1,0,3,0,1,0,1,0,0,1,0,0,3,2,0,0,3,0,0,0,2,0,1,2,0,1,0,0,1,3,7,0,0,1,18,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,6,0,0,0,2,0,1,5216.76,50.637652,2.989535
1066,0,0,0,0,0,0,4,2,0,0,3,0,1,1,2,8,0,5,0,0,0,2,0,2,14,0,0,4,0,9,1,4,0,0,2,0,2,5,4,7,8,0,0,19,0,0,0,28,0,2,3,1,1,0,0,3,8,14,0,1,2,31,3,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,132,8,1,0,4,0,1,2124.84,50.635926,3.017589
1067,0,1,0,1,0,0,17,0,2,1,1,1,0,7,14,30,0,10,0,5,10,22,10,3,52,0,2,21,6,13,4,19,2,2,1,3,2,5,28,142,68,0,1,122,1,5,8,201,1,30,2,0,5,142,13,4,7,10,0,1,5,36,3,4,0,0,4,14,116,1,11,0,3,0,0,13,26,0,5,3,6,6,30,4,8,0,0,5,1,286,30,9,9,3,0,1,6095.07,50.634933,3.051121
1068,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,1,1,0,0,0,0,0,3,0,0,1,0,3,0,0,0,1,2,3,2,2,4,3,4,0,0,20,0,0,1,10,0,3,1,1,0,1,1,0,6,8,0,0,0,21,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,81,6,2,0,3,0,0,5872.37,50.612844,3.074533
1069,0,0,0,0,0,0,4,1,0,0,2,0,0,1,2,6,0,4,1,0,0,2,1,2,15,0,0,4,0,7,1,4,0,0,0,0,2,6,2,4,7,0,0,17,0,0,0,24,0,1,2,0,0,0,0,3,5,12,0,1,1,21,2,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,5,2,0,2,0,0,0,0,111,8,1,0,4,0,1,3095.09,50.637963,3.014455
1070,0,0,0,0,0,0,0,3,0,0,5,2,1,2,0,14,0,5,1,0,0,0,2,0,15,3,0,1,0,10,0,5,0,3,1,2,3,4,0,8,15,0,0,13,0,0,3,14,0,1,5,0,1,0,0,0,7,9,0,1,1,34,3,4,1,0,1,1,4,3,0,0,0,0,0,2,1,0,0,0,1,10,0,0,0,0,0,0,0,130,8,1,0,1,0,1,5816.26,50.625818,3.100003
1071,1,1,0,1,0,3,23,3,4,4,3,3,5,6,8,28,0,16,1,4,3,10,8,3,69,1,2,22,8,19,2,26,1,2,5,4,2,5,30,141,77,0,1,123,3,7,9,211,0,30,14,1,8,73,17,3,3,9,2,2,9,52,6,7,0,0,1,21,79,2,7,1,0,1,1,4,11,0,7,3,3,10,23,2,17,2,0,3,1,392,32,13,7,6,0,0,7531.8,50.628326,3.061916
1072,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,0,6,0,0,2,2,2,0,0,0,6,5,0,0,1,13,1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,4,0,0,0,0,1,4756.44,50.649093,3.09027
1073,0,0,0,0,0,0,0,2,0,0,3,1,1,1,0,8,0,2,1,0,0,0,1,0,8,3,0,0,0,5,0,2,0,2,2,2,3,2,0,1,9,0,0,11,0,0,1,6,0,0,5,0,1,0,2,0,2,7,0,0,1,30,2,3,1,0,1,0,2,3,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,86,8,1,0,1,0,1,3604.19,50.623027,3.09356
1074,0,0,0,1,0,0,0,3,0,0,4,1,1,3,0,11,0,3,1,0,0,0,1,0,11,3,0,0,0,8,0,1,0,3,1,2,3,4,0,2,15,0,0,14,0,0,1,12,0,1,5,0,1,0,1,0,6,9,0,0,1,31,3,3,1,0,1,0,3,3,0,0,0,0,0,2,1,0,0,0,1,9,0,0,0,0,0,0,0,110,8,1,0,0,0,1,2977.32,50.624555,3.096195
1075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,6,0,0,1,0,2,0,2,1,0,1,4,1,1,1,2,2,0,0,3,0,0,0,6,0,2,3,0,1,0,1,1,1,5,1,0,0,12,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,20,1,0,0,1,0,2,2320.02,50.647903,3.003285
1076,1,2,0,0,1,0,15,1,3,1,2,1,3,2,9,20,0,4,0,3,11,17,8,0,35,0,1,24,5,13,2,12,0,1,1,3,3,4,20,127,64,0,1,78,1,6,7,214,1,27,2,0,4,182,16,11,9,9,0,0,5,33,1,4,0,1,3,12,187,1,10,0,3,0,0,19,33,1,2,8,8,9,40,3,11,0,0,4,3,232,30,4,6,3,0,2,5221.27,50.640128,3.054296
1077,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,1,2,4,0,0,2,0,5,1,5,2,1,1,3,6,6,3,2,7,0,0,19,0,0,1,9,0,3,0,11,2,0,1,6,6,23,0,1,2,42,3,2,1,0,0,1,4,0,1,0,0,0,0,1,2,1,0,0,0,4,1,0,2,0,0,0,0,109,7,2,1,4,0,0,3369.97,50.613035,3.046359
1078,0,0,0,0,0,0,4,1,0,0,2,0,1,1,2,8,0,5,1,0,0,2,1,2,14,0,0,4,0,8,1,4,0,0,1,0,2,4,3,7,7,0,0,20,0,0,0,30,0,2,2,0,0,0,0,3,8,12,0,1,1,21,3,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,127,8,1,0,4,0,1,1839.58,50.637502,3.017275
1079,0,0,0,1,0,0,2,2,0,1,2,1,1,0,1,12,0,4,2,0,0,1,3,2,7,2,0,1,0,10,1,6,1,4,4,0,1,5,9,13,15,0,0,20,0,0,1,28,0,7,3,2,1,4,0,2,6,24,0,0,5,44,4,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,0,147,14,2,1,3,0,1,2509.41,50.625974,3.033908
1080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,6,0,0,2,0,2,0,2,1,2,1,4,2,2,1,2,1,0,0,4,0,0,0,6,0,2,3,0,1,0,1,1,1,4,1,0,0,13,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,21,1,0,0,2,0,2,2504.75,50.64723,3.002192
1081,0,0,0,0,0,0,3,1,0,0,2,0,0,1,1,6,0,4,1,0,0,2,1,2,15,0,0,4,0,8,1,3,1,0,0,0,1,6,1,5,4,0,0,13,0,0,0,19,0,2,3,0,0,0,1,1,3,11,0,1,1,17,2,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,4,2,0,2,0,1,0,0,71,5,0,0,4,0,1,1645.8,50.639845,3.010489
1082,0,0,1,0,0,0,2,1,0,0,2,1,0,0,0,11,0,5,2,0,0,0,1,2,11,0,0,2,1,7,1,5,3,0,1,3,5,3,2,8,11,0,0,23,0,0,1,14,0,3,0,3,2,0,1,3,8,20,0,1,3,43,3,2,2,0,0,2,5,2,1,0,0,0,0,1,2,1,0,0,0,5,1,0,3,0,0,0,0,124,9,2,1,4,0,0,3616.58,50.614445,3.052237
1083,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,1,0,0,0,0,1,0,6,0,0,3,0,4,0,2,0,4,1,4,1,2,1,4,2,0,0,6,0,0,0,17,0,1,3,0,1,0,2,0,5,12,0,0,1,26,4,1,0,0,0,0,9,0,3,0,0,0,0,0,4,1,0,0,0,3,0,0,2,0,0,0,0,15,0,0,0,4,0,2,3471.32,50.646742,2.985592
1084,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,7,0,0,1,0,5,0,3,0,0,2,0,1,2,5,4,5,0,0,11,0,0,0,23,0,2,1,1,1,0,0,4,9,4,0,0,1,27,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,108,7,1,0,4,0,1,2140.09,50.629512,3.022492
1085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,1,2,2,2,0,1,0,0,5,0,0,0,4,0,1,0,0,0,1,1,0,4,3,0,0,0,9,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,3,0,0,1,0,0,2774.28,50.608005,3.07097
1086,0,0,0,1,0,0,0,4,0,0,7,5,1,3,0,13,0,7,1,0,0,0,1,0,11,2,1,0,0,9,0,4,0,3,2,2,2,4,0,13,16,0,0,11,0,0,3,17,0,1,4,0,1,0,0,2,7,6,1,1,1,27,3,3,1,0,1,1,4,2,0,0,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,173,9,1,0,0,0,2,2808.62,50.632128,3.100077
1087,1,1,0,2,0,1,23,0,3,2,3,4,3,7,14,34,0,15,0,6,10,22,11,4,73,0,2,29,7,20,4,26,2,2,3,5,2,4,37,164,87,0,1,140,2,6,8,242,0,35,14,1,7,151,19,3,4,6,2,1,9,47,4,6,0,0,2,21,119,1,12,0,3,1,1,13,28,0,7,5,6,9,31,4,18,2,0,6,2,413,37,12,10,5,0,0,3518.44,50.631066,3.05572
1088,0,0,0,0,0,0,4,1,0,0,2,0,0,1,2,6,0,4,0,0,0,2,0,2,14,0,0,4,0,7,1,5,0,0,2,0,3,6,2,5,8,0,0,16,0,0,0,26,0,1,2,0,0,0,0,3,9,17,0,1,1,31,1,3,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,117,7,1,0,4,0,1,6886.77,50.635059,3.013539
1089,0,0,0,0,0,0,2,1,0,0,2,1,1,1,1,6,0,1,1,0,0,0,0,0,9,0,0,2,0,4,0,3,0,2,2,0,0,1,11,7,8,0,0,14,0,0,0,29,0,2,4,1,1,0,0,4,11,6,0,0,1,27,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,135,10,1,0,2,0,1,2948.83,50.631106,3.028318
1090,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,1,0,0,1,0,0,0,8,0,0,1,0,4,0,2,1,4,1,4,2,2,1,4,2,0,0,5,0,0,0,7,0,2,4,0,1,0,1,1,2,6,1,0,1,18,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,1,0,2,0,1,0,0,19,0,0,0,4,0,2,2775.79,50.6473,2.997894
1091,0,1,0,1,0,0,11,1,0,2,5,2,2,5,7,24,0,12,2,3,1,8,7,3,37,1,2,10,5,17,3,20,4,5,2,4,1,4,25,112,45,0,1,87,0,5,9,129,0,19,3,3,6,15,4,5,4,21,1,1,7,53,6,6,1,0,1,8,21,0,1,0,0,0,1,1,4,0,4,5,0,10,3,2,5,1,0,1,0,317,32,9,5,5,0,0,3651.5,50.627268,3.048364
1092,0,1,0,1,0,0,0,4,0,0,3,4,1,2,0,8,0,6,0,0,0,0,1,0,11,2,2,0,0,8,0,4,0,3,2,3,1,3,1,10,11,0,0,13,0,0,3,17,0,0,1,0,0,0,1,2,5,6,1,1,1,23,4,4,2,0,1,0,4,0,0,0,0,0,0,1,1,0,0,1,1,6,0,0,0,0,0,0,0,154,8,1,0,0,0,2,2334.73,50.636072,3.096875
1093,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,0,6,0,0,2,2,2,0,0,0,6,5,0,0,1,13,1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,5,0,0,0,0,1,4135.35,50.649104,3.089254
1094,1,0,0,1,0,1,0,2,2,2,4,0,4,2,0,11,0,5,0,1,0,0,1,0,4,1,0,1,2,4,0,5,0,1,4,3,2,3,11,21,13,0,0,34,1,3,2,33,0,9,6,1,4,3,3,0,7,17,1,2,2,49,4,0,1,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,198,17,2,0,5,0,0,4204.71,50.621138,3.074676
1095,0,0,0,0,0,1,1,0,0,0,6,2,0,2,0,4,0,4,0,0,0,0,1,0,3,1,0,1,0,4,0,1,0,3,0,0,1,2,0,6,3,0,0,4,0,0,1,5,0,1,2,0,1,0,0,0,7,2,0,0,0,10,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,74,3,1,0,4,0,0,2826.04,50.634471,3.113498
1096,1,0,0,1,0,0,8,3,0,3,5,1,2,3,6,22,0,15,1,4,1,6,4,5,26,2,2,8,6,14,4,13,4,1,1,4,3,5,4,48,41,0,0,50,0,1,1,61,0,9,3,3,3,9,1,2,7,22,1,1,6,44,5,2,1,0,1,5,16,2,2,1,0,1,1,2,5,1,3,2,0,8,2,1,5,1,0,1,0,241,21,7,2,8,0,0,5269.15,50.620869,3.052733
1097,0,1,0,1,2,1,5,4,0,1,2,4,3,3,0,11,0,2,1,0,2,0,0,0,9,0,2,3,3,9,0,6,0,3,4,1,0,3,6,22,14,1,0,36,0,0,3,61,0,7,2,2,1,9,27,7,6,7,1,1,2,42,8,4,1,0,0,3,10,0,2,0,1,0,0,1,2,2,0,1,0,9,3,1,4,0,0,0,0,207,14,2,2,0,0,1,3036.94,50.638543,3.081404
1098,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,7,0,3,1,0,0,0,0,0,11,0,2,0,0,6,0,3,0,1,1,1,0,4,1,7,7,0,0,9,0,0,2,18,0,0,2,2,1,0,1,1,4,6,1,1,1,24,3,5,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,125,7,0,0,0,0,1,5833.35,50.64078,3.094187
1099,0,0,1,1,0,0,9,1,0,2,4,3,2,2,4,21,0,13,3,3,1,6,5,4,22,2,2,8,5,14,3,11,4,3,2,3,2,4,17,49,36,0,0,56,0,0,3,69,0,13,3,3,2,5,2,3,5,22,1,2,7,44,5,4,1,0,1,5,19,0,2,0,0,0,1,2,5,1,3,3,0,10,2,1,4,0,0,1,0,240,22,6,3,7,0,1,3114.08,50.623404,3.045923
1100,1,0,0,1,0,1,1,3,2,2,3,1,4,3,2,13,0,6,1,1,0,1,2,0,22,1,0,3,3,9,0,8,1,1,4,2,3,4,13,51,24,0,0,42,1,3,4,67,0,15,10,2,4,7,2,0,9,19,2,2,4,49,4,3,1,0,0,5,3,2,0,1,0,1,1,0,1,0,1,2,0,2,1,0,3,1,0,0,0,291,20,2,1,5,0,0,3842.31,50.622382,3.065443
1101,1,1,0,0,1,0,8,1,0,1,1,1,4,0,6,12,0,4,0,3,6,13,6,0,17,0,1,10,5,6,2,4,0,0,1,2,2,2,3,70,25,0,0,23,0,1,3,126,0,16,2,0,1,89,8,7,8,8,0,0,2,23,0,2,0,1,3,5,123,0,5,0,2,0,0,13,21,1,0,7,3,5,22,2,5,0,0,2,3,109,14,0,1,3,0,2,5629.09,50.646322,3.058892
1102,1,0,0,1,0,0,8,3,0,4,5,1,2,4,6,22,0,15,1,4,1,6,4,5,28,2,2,8,7,15,4,13,4,2,2,4,2,5,4,54,42,0,0,52,0,1,2,73,0,10,3,3,2,9,1,2,7,22,1,1,6,44,5,3,1,0,1,5,20,2,2,1,0,1,1,2,6,1,3,2,0,8,2,1,5,1,0,1,0,258,20,7,2,8,0,0,3818.88,50.621313,3.05272
1103,0,1,0,1,0,0,0,4,0,0,3,4,1,3,0,12,0,6,1,0,0,0,1,0,12,2,2,0,0,11,0,4,0,3,2,2,3,5,0,11,16,0,0,13,0,0,3,18,0,0,6,0,1,0,0,2,6,4,1,1,1,27,3,4,1,0,1,0,4,3,0,0,0,0,0,1,1,0,0,1,1,9,0,0,0,0,0,0,0,161,8,2,0,0,0,2,2091.33,50.632054,3.096513
1104,0,0,0,1,0,0,9,1,0,2,4,3,2,5,6,21,0,13,3,3,1,7,5,4,29,2,2,7,5,17,3,19,4,5,2,3,2,4,21,74,35,0,1,66,0,0,8,94,0,14,3,3,3,5,3,4,5,24,1,1,8,50,6,5,1,0,1,6,18,0,1,0,0,0,1,1,4,0,4,3,0,11,1,2,4,0,0,1,0,265,26,8,4,6,0,1,2993.81,50.625424,3.045496
1105,1,0,0,1,0,1,0,2,2,2,4,1,4,2,0,11,0,5,0,1,0,0,1,0,5,1,0,1,2,4,0,6,0,1,4,3,2,3,12,21,15,0,0,35,1,3,2,33,0,9,6,1,4,3,4,0,7,17,1,2,2,47,4,0,1,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,205,16,2,0,5,0,0,2669.56,50.621406,3.074512
1106,0,0,0,0,0,1,1,0,0,0,6,2,0,2,0,5,0,2,0,0,0,0,1,0,4,1,0,1,0,3,0,2,0,3,0,0,2,3,0,6,4,0,0,5,0,0,2,4,0,1,2,0,1,0,0,0,5,6,0,0,1,17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,72,4,1,0,4,0,0,2384.03,50.627889,3.11698
1107,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,2,0,0,2,0,3,4,2,3,6,0,0,7,0,0,0,14,0,1,0,0,0,0,0,3,8,9,0,0,1,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89,5,0,0,4,0,0,2309.66,50.628651,3.014189
1108,0,0,0,0,0,0,2,2,0,0,3,1,0,1,0,10,0,5,1,0,0,0,1,1,7,0,0,3,0,6,1,4,3,1,1,4,3,3,3,8,9,0,0,19,0,0,1,11,0,2,0,0,1,1,1,2,11,16,0,1,1,37,2,1,1,0,0,2,4,2,1,1,0,0,0,1,2,1,0,0,0,3,1,0,2,0,0,0,0,106,7,1,1,3,0,0,2339.49,50.612894,3.058041
1109,0,0,0,0,0,0,4,1,0,0,3,0,1,1,2,8,0,5,0,0,0,2,1,2,14,0,0,4,0,8,1,4,0,0,2,0,2,4,4,7,8,0,0,19,0,0,0,28,0,2,3,1,1,0,0,3,8,13,0,1,2,30,3,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,130,9,1,0,4,0,1,2846.13,50.636857,3.018644
1110,0,0,0,0,0,1,1,1,0,0,6,2,0,2,0,5,0,2,0,0,0,0,1,0,4,1,0,1,0,4,0,3,0,3,0,0,3,3,0,6,5,0,0,6,0,0,2,6,0,1,3,0,1,0,0,0,6,8,0,0,1,20,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,93,5,1,0,4,0,0,3485.33,50.627135,3.11292
